2.05,460.00,0
2.22,1338.00,0
2.06,1109.00,1
3.27,1206.00,1
2.63,410.00,0
3.02,1485.00,1
3.82,625.00,1
2.50,1576.00,1
2.82,963.00,1
3.51,1171.00,1
2.46,1284.00,1
2.15,1530.00,1
2.58,625.00,1
2.32,1224.00,1
3.86,617.00,1
3.62,1336.00,1
3.27,1152.00,1
3.74,905.00,1
3.61,658.00,1
2.37,453.00,0
3.79,1470.00,1
3.08,1126.00,1
3.61,1088.00,1
3.79,1522.00,1
2.64,1443.00,1
2.22,818.00,1
2.46,1089.00,0
2.85,1249.00,1
3.64,461.00,1
3.72,1568.00,1
2.01,615.00,0
3.02,402.00,0
2.83,559.00,0
2.44,1180.00,1
2.24,1543.00,1
2.68,1292.00,1
3.89,1512.00,1
2.65,728.00,1
3.04,979.00,1
3.41,1351.00,1
2.73,1034.00,1
3.94,1387.00,1
3.92,1320.00,1
2.50,1137.00,1
2.99,569.00,1
2.60,920.00,0
2.57,439.00,1
2.07,1354.00,1
3.22,1383.00,1
3.01,1547.00,1
2.10,1374.00,1
2.56,437.00,0
3.82,727.00,1
2.48,1599.00,1
2.29,1313.00,1
2.98,853.00,1
3.97,436.00,1
2.48,1372.00,1
3.34,1195.00,1
3.52,1372.00,1
2.48,992.00,1
3.46,1537.00,1
2.74,1463.00,1
3.26,623.00,1
3.27,717.00,1
3.07,748.00,0
2.18,514.00,0
3.67,1097.00,1
2.64,1463.00,1
2.37,439.00,0
2.08,615.00,0
3.18,1570.00,1
3.36,735.00,1
2.03,1591.00,1
3.02,491.00,0
2.45,752.00,1
3.29,970.00,1
2.35,1215.00,1
3.38,1180.00,1
2.77,762.00,1
3.87,956.00,1
2.28,1593.00,1
2.68,755.00,0
2.23,590.00,1
3.85,821.00,1
3.75,1099.00,1
2.52,406.00,1
3.32,532.00,1
3.63,956.00,1
3.11,1225.00,1
3.06,1160.00,1
2.48,1454.00,1
2.19,934.00,0
3.79,825.00,1
3.80,1071.00,1
3.27,762.00,1
2.68,481.00,1
2.70,755.00,1
3.45,988.00,1
3.79,694.00,1
3.77,1469.00,1
3.56,1536.00,1
3.28,416.00,1
2.17,759.00,0
2.32,1265.00,1
3.80,1099.00,1
3.21,847.00,1
2.02,1255.00,1
2.20,764.00,0
3.33,1074.00,1
2.01,1407.00,1
2.32,866.00,1
3.10,813.00,1
3.38,985.00,1
3.30,1393.00,1
2.45,971.00,0
3.42,734.00,1
2.47,436.00,1
2.65,1388.00,1
3.49,677.00,1
3.30,1315.00,1
3.70,883.00,1
3.32,1130.00,1
3.14,591.00,0
2.19,1440.00,1
2.74,923.00,1
2.53,1317.00,1
2.49,800.00,1
3.95,1285.00,1
2.79,1104.00,1
3.78,421.00,1
3.26,873.00,1
3.59,1543.00,1
3.01,609.00,1
3.15,705.00,1
2.99,1103.00,1
2.39,1086.00,1
3.44,684.00,1
2.56,1115.00,1
2.05,1162.00,1
3.29,1347.00,1
2.35,780.00,0
3.88,859.00,1
3.91,1430.00,1
3.83,428.00,1
2.74,1306.00,1
2.03,1456.00,1
3.86,1278.00,1
2.86,478.00,0
3.93,1346.00,1
3.93,858.00,1
3.71,969.00,1
2.59,1137.00,1
2.77,915.00,1
3.70,1522.00,1
2.63,796.00,1
2.34,438.00,0
3.11,1286.00,1
3.87,1196.00,1
3.39,556.00,0
3.14,1498.00,1
2.19,1283.00,1
3.23,1553.00,1
3.98,1373.00,1
2.28,1507.00,1
3.04,1445.00,1
3.75,1248.00,1
3.48,1147.00,1
3.39,1388.00,1
3.40,420.00,1
2.72,702.00,1
2.59,1268.00,1
3.62,483.00,1
3.62,969.00,1
3.73,1333.00,1
3.83,1585.00,1
3.02,1586.00,1
3.00,1408.00,1
3.60,1192.00,1
3.30,1191.00,1
3.40,891.00,1
3.59,607.00,0
3.78,1483.00,1
2.68,829.00,1
2.75,1384.00,1
2.19,919.00,1
3.16,990.00,1
2.07,1450.00,0
2.93,598.00,0
3.09,786.00,1
2.57,748.00,0
3.18,1359.00,1
2.06,1092.00,1
2.07,777.00,1
3.65,1298.00,1
2.72,1315.00,1
2.25,926.00,0
3.04,1576.00,1
3.54,1133.00,1
2.43,605.00,1
3.25,854.00,1
2.17,920.00,0
2.10,1416.00,0
3.06,1355.00,1
3.08,1125.00,1
3.27,1413.00,1
3.45,900.00,1
3.95,516.00,1
3.03,785.00,0
2.65,983.00,1
3.59,794.00,1
2.54,1487.00,1
2.88,1120.00,1
2.16,471.00,0
2.05,673.00,0
3.93,737.00,1
3.67,1006.00,1
3.39,565.00,1
2.82,410.00,1
2.35,1128.00,1
2.31,1200.00,1
2.50,501.00,1
3.10,1178.00,1
3.43,613.00,1
3.32,1511.00,1
2.56,800.00,1
3.91,987.00,1
3.48,1288.00,1
3.11,1469.00,1
3.22,991.00,1
2.84,1509.00,1
2.50,491.00,0
2.71,1072.00,1
3.52,1113.00,1
2.03,1335.00,1
2.23,641.00,0
2.09,401.00,0
2.08,624.00,1
3.71,1200.00,1
3.41,988.00,1
2.95,515.00,1
2.20,1317.00,1
2.98,1526.00,1
2.95,593.00,0
2.35,1589.00,1
2.87,1270.00,1
2.80,489.00,1
3.23,521.00,1
3.27,542.00,0
2.09,1393.00,1
2.75,505.00,1
3.25,1286.00,1
3.01,827.00,1
3.71,716.00,1
3.32,1034.00,1
2.33,408.00,0
2.14,1173.00,1
3.28,1496.00,1
2.05,622.00,0
3.17,952.00,1
3.88,1115.00,1
3.15,1507.00,1
2.78,510.00,0
3.29,650.00,1
2.92,782.00,0
3.09,406.00,1
3.88,858.00,1
2.77,1507.00,1
3.92,607.00,1
3.81,1299.00,1
2.39,421.00,1
2.14,809.00,1
2.20,1294.00,1
2.04,914.00,1
2.19,1550.00,1
3.37,1208.00,1
2.14,1273.00,1
2.64,413.00,0
3.69,1370.00,1
2.05,1377.00,1
3.63,1413.00,1
2.56,1435.00,1
2.24,486.00,0
3.39,1308.00,1
3.26,521.00,1
3.75,1570.00,1
3.47,1149.00,1
3.61,1084.00,1
2.56,708.00,0
2.35,1094.00,1
3.50,687.00,1
3.61,706.00,1
3.98,1313.00,1
2.83,1061.00,1
2.74,948.00,1
3.55,711.00,1
2.68,1272.00,1
3.86,1482.00,1
3.72,1323.00,1
2.86,1154.00,1
3.50,434.00,1
3.51,844.00,1
2.21,492.00,0
3.81,752.00,1
3.01,1302.00,1
3.65,1261.00,1
2.64,558.00,0
3.79,1356.00,1
2.78,423.00,1
2.02,803.00,0
3.81,1204.00,1
2.18,915.00,0
2.64,1131.00,1
3.90,931.00,1
3.90,1355.00,1
3.15,551.00,1
3.26,1346.00,1
2.90,1007.00,1
2.59,819.00,1
2.66,1540.00,1
3.35,1265.00,1
3.50,977.00,1
3.58,734.00,1
3.58,1331.00,1
2.18,694.00,0
2.99,1154.00,1
2.12,585.00,0
3.10,1036.00,1
2.88,929.00,1
3.78,420.00,1
2.70,1310.00,1
2.23,1266.00,0
2.29,1193.00,1
3.52,499.00,1
3.24,1151.00,1
2.20,877.00,1
2.17,1339.00,1
3.40,925.00,1
2.15,733.00,1
3.64,401.00,1
3.41,774.00,1
2.16,692.00,0
2.17,1236.00,0
3.97,1404.00,1
2.75,952.00,1
2.74,717.00,1
3.63,780.00,1
3.89,413.00,1
3.97,903.00,1
3.51,630.00,1
2.75,1507.00,1
2.17,529.00,0
3.55,1237.00,1
3.12,1568.00,1
2.85,1290.00,1
3.81,427.00,1
2.22,465.00,1
2.99,1586.00,1
2.02,660.00,0
2.94,859.00,1
2.11,700.00,0
2.24,1318.00,1
2.24,686.00,0
3.30,1433.00,1
3.49,1029.00,1
3.17,669.00,1
3.92,991.00,1
2.75,1243.00,1
2.57,1261.00,1
3.74,532.00,1
2.45,1371.00,1
3.93,912.00,1
2.02,712.00,0
3.94,975.00,1
2.09,1285.00,0
3.78,1544.00,1
3.06,1530.00,1
3.99,1086.00,1
2.15,564.00,1
3.11,704.00,1
3.94,555.00,1
3.05,1019.00,1
3.26,1356.00,1
3.39,733.00,1
2.91,1368.00,1
3.26,910.00,1
3.17,1443.00,1
3.80,681.00,1
2.09,1196.00,0
2.56,1424.00,1
3.90,518.00,1
3.78,1458.00,1
2.91,597.00,1
3.24,884.00,1
2.55,1482.00,1
2.38,1236.00,1
2.93,1584.00,1
2.71,1408.00,1
3.17,1090.00,1
2.16,1435.00,1
3.95,889.00,1
3.97,675.00,1
3.40,1092.00,1
3.07,641.00,1
2.62,525.00,1
3.63,616.00,1
3.37,1462.00,1
2.33,894.00,0
3.82,826.00,1
3.65,1318.00,1
3.90,550.00,1
3.45,783.00,1
3.23,707.00,1
2.84,1145.00,1
3.87,1291.00,1
3.73,774.00,1
2.09,1431.00,1
2.05,528.00,1
2.75,1414.00,1
3.62,1068.00,1
3.97,916.00,1
2.30,485.00,0
3.19,1598.00,1
2.76,710.00,1
3.94,1542.00,1
3.68,826.00,1
3.68,513.00,1
2.94,1568.00,1
2.83,702.00,0
2.55,1143.00,1
2.11,987.00,1
3.73,1386.00,1
3.63,744.00,1
4.00,1213.00,1
3.99,1200.00,1
3.11,1424.00,1
3.54,1570.00,1
3.89,1476.00,1
3.70,1492.00,1
2.49,760.00,1
2.90,1409.00,1
2.26,1103.00,0
3.91,974.00,1
3.21,1584.00,1
2.46,1512.00,1
3.34,1087.00,1
3.24,1180.00,1
2.72,984.00,1
2.23,988.00,1
3.34,1582.00,1
3.04,888.00,1
3.54,1370.00,1
3.04,1525.00,1
3.70,893.00,1
3.10,418.00,0
3.12,796.00,1
3.75,1400.00,1
2.81,1250.00,1
2.27,1221.00,1
2.06,854.00,0
3.51,1124.00,1
3.24,1488.00,1
3.41,1499.00,1
2.43,1110.00,0
2.27,542.00,0
2.03,1316.00,0
2.70,1227.00,1
3.18,1004.00,1
2.78,704.00,1
2.87,1135.00,1
3.81,690.00,1
2.70,501.00,0
3.03,1266.00,1
3.57,1367.00,1
2.79,1373.00,1
3.24,1241.00,1
3.72,1361.00,1
3.90,1341.00,1
2.29,1426.00,1
3.85,484.00,1
2.98,727.00,1
2.52,1215.00,1
2.92,853.00,1
3.96,1028.00,1
2.99,1577.00,1
2.66,1064.00,1
3.27,411.00,1
2.48,1556.00,1
2.15,703.00,0
2.26,1374.00,0
2.26,1182.00,1
2.30,442.00,0
2.28,1343.00,1
3.28,742.00,1
2.36,897.00,1
2.69,763.00,0
3.79,1290.00,1
2.95,826.00,0
3.34,1404.00,1
2.34,420.00,0
2.38,806.00,1
2.08,1018.00,1
2.34,1414.00,1
2.56,735.00,1
2.35,1540.00,1
2.18,1547.00,1
2.24,798.00,0
2.92,1192.00,1
2.41,1114.00,1
2.73,450.00,0
3.01,723.00,0
3.38,1188.00,1
2.08,540.00,0
3.60,869.00,1
3.26,1186.00,1
2.16,1363.00,1
3.75,1407.00,1
3.84,772.00,1
2.12,893.00,1
2.55,1150.00,1
3.61,1579.00,1
3.50,690.00,1
2.37,1567.00,1
2.42,505.00,0
2.74,1069.00,1
2.97,401.00,0
3.24,988.00,1
2.74,1043.00,1
2.93,489.00,0
3.49,749.00,1
2.07,1531.00,1
2.50,1462.00,1
3.43,1308.00,1
3.79,558.00,1
3.02,1358.00,1
3.06,711.00,1
2.21,844.00,1
2.89,697.00,1
3.07,1351.00,1
2.48,435.00,0
2.54,1507.00,1
2.75,1595.00,1
2.04,958.00,1
2.64,1290.00,1
2.42,540.00,0
2.65,1286.00,1
2.24,1541.00,1
3.78,1125.00,1
3.19,1449.00,1
3.36,920.00,1
3.58,409.00,1
3.00,1383.00,1
2.17,777.00,1
3.07,1081.00,1
3.17,983.00,1
3.49,551.00,1
2.86,1119.00,1
2.26,1472.00,1
2.57,1577.00,1
2.73,1258.00,1
3.29,449.00,1
3.14,1063.00,1
2.71,930.00,1
3.97,1483.00,1
3.21,1590.00,1
2.47,1256.00,1
2.20,545.00,0
2.31,1314.00,1
2.49,1392.00,1
2.32,641.00,0
2.37,980.00,1
2.57,1086.00,1
2.35,882.00,0
3.79,1531.00,1
2.16,1072.00,0
3.05,1030.00,1
2.82,1060.00,1
3.96,1061.00,1
2.22,1204.00,0
2.80,818.00,1
3.94,1387.00,1
3.73,1583.00,1
3.63,1049.00,1
2.52,1368.00,1
2.34,989.00,0
3.34,1500.00,1
3.86,908.00,1
3.11,840.00,0
3.14,1320.00,1
2.56,1169.00,0
3.54,662.00,1
2.37,1036.00,1
2.65,1590.00,1
2.85,858.00,1
3.02,1398.00,1
2.48,1099.00,1
2.23,701.00,0
3.22,1525.00,1
2.58,953.00,0
3.16,687.00,1
2.31,1590.00,1
2.96,1020.00,1
3.07,1405.00,1
2.10,435.00,0
2.67,1143.00,1
2.27,752.00,0
2.13,472.00,0
3.98,1047.00,1
2.64,1493.00,1
3.62,824.00,1
2.51,1398.00,1
3.36,1107.00,1
3.52,960.00,1
3.19,1227.00,1
2.94,1355.00,1
2.82,916.00,0
2.70,827.00,1
3.86,559.00,1
3.66,548.00,1
3.93,1175.00,1
2.25,466.00,0
3.46,1413.00,1
3.88,780.00,1
2.36,457.00,0
2.13,741.00,0
3.48,1553.00,1
3.15,1126.00,1
3.68,1595.00,1
2.28,1169.00,1
3.59,1013.00,1
2.40,753.00,0
2.33,515.00,0
2.33,1061.00,0
3.63,852.00,1
3.33,686.00,1
3.05,1416.00,1
2.72,710.00,1
3.75,607.00,1
2.78,1017.00,1
3.63,845.00,1
2.88,1069.00,1
2.75,1032.00,1
2.93,454.00,1
2.60,1311.00,1
3.50,1435.00,1
3.01,1056.00,1
2.46,1379.00,1
3.80,914.00,1
2.77,636.00,1
3.09,747.00,1
3.81,1026.00,1
3.25,1527.00,1
2.23,1029.00,1
3.88,763.00,1
3.26,720.00,1
2.67,685.00,1
2.28,548.00,0
3.59,1507.00,1
3.24,805.00,1
3.07,1377.00,1
3.79,855.00,1
3.58,1199.00,1
2.30,1584.00,1
2.62,1412.00,1
2.50,1183.00,1
3.49,859.00,1
2.07,1137.00,1
3.14,908.00,1
3.52,880.00,1
3.75,513.00,1
2.68,1148.00,1
3.64,760.00,1
2.22,740.00,0
3.69,1169.00,1
2.25,1160.00,0
2.79,1368.00,1
3.59,848.00,1
2.30,1234.00,0
2.46,710.00,1
3.44,661.00,1
3.44,805.00,1
3.28,542.00,1
3.39,741.00,1
3.09,1524.00,1
2.50,643.00,1
2.69,889.00,1
2.36,411.00,0
3.82,960.00,1
3.17,441.00,0
2.80,1077.00,1
2.92,993.00,1
3.89,1581.00,1
2.31,533.00,0
3.17,1490.00,1
3.01,1430.00,1
3.22,1347.00,1
2.04,472.00,0
3.74,798.00,1
3.86,977.00,1
3.13,1258.00,1
3.39,529.00,1
3.84,1330.00,1
3.41,665.00,0
2.31,1192.00,1
3.15,652.00,1
3.21,1221.00,1
2.85,563.00,0
3.47,494.00,1
3.87,1232.00,1
3.85,1533.00,1
2.90,735.00,0
2.23,1221.00,1
3.97,637.00,1
3.68,780.00,1
2.25,1298.00,1
3.84,882.00,1
3.74,1301.00,1
3.04,1448.00,1
3.18,1540.00,1
2.80,881.00,1
2.11,1316.00,1
2.67,1393.00,1
3.61,1363.00,1
2.01,936.00,0
2.67,1502.00,1
2.80,1596.00,1
3.07,1435.00,1
3.84,527.00,1
2.69,491.00,1
2.69,942.00,1
3.48,1245.00,1
2.90,1388.00,1
2.45,846.00,1
2.90,789.00,1
2.28,1071.00,1
2.35,442.00,0
3.00,653.00,0
2.84,1553.00,1
3.83,1483.00,1
2.72,1062.00,1
3.16,866.00,1
3.26,686.00,1
2.03,1410.00,0
3.33,1177.00,1
2.36,744.00,1
3.92,1041.00,1
2.30,781.00,0
2.83,1089.00,1
2.17,1479.00,1
3.99,856.00,1
3.00,1382.00,1
3.19,482.00,0
2.13,1522.00,1
3.50,548.00,1
2.42,1579.00,1
3.80,589.00,1
2.41,1282.00,1
2.38,662.00,0
2.07,1503.00,1
2.94,799.00,1
3.13,1163.00,1
2.13,1008.00,0
3.55,1184.00,1
2.91,500.00,1
3.05,1219.00,1
2.88,1219.00,1
2.80,819.00,1
3.12,523.00,1
2.31,821.00,1
2.36,1486.00,1
3.72,1167.00,1
3.89,882.00,1
2.75,918.00,1
2.54,554.00,0
3.29,491.00,1
2.82,1381.00,1
2.05,854.00,1
2.31,997.00,0
3.43,909.00,1
3.32,785.00,1
2.05,804.00,0
2.44,645.00,0
2.46,1141.00,1
3.34,1060.00,1
2.04,1049.00,0
2.21,1300.00,1
3.60,464.00,0
2.36,1436.00,1
3.31,612.00,1
2.48,641.00,0
2.20,892.00,0
2.49,737.00,0
3.44,572.00,0
3.71,1071.00,1
3.66,563.00,1
2.79,864.00,1
3.34,1394.00,1
2.41,896.00,1
2.59,1099.00,1
3.79,794.00,1
2.03,1102.00,0
2.17,707.00,0
2.42,582.00,1
2.05,1028.00,0
2.36,909.00,1
3.17,945.00,1
2.84,1023.00,0
3.79,993.00,1
3.63,1143.00,1
2.68,953.00,1
2.52,420.00,0
2.76,953.00,1
3.18,796.00,0
2.54,1024.00,1
3.25,504.00,0
2.82,591.00,1
3.10,416.00,1
2.87,1543.00,1
2.59,792.00,0
3.90,824.00,1
3.53,528.00,1
2.28,1553.00,1
3.74,971.00,1
2.97,428.00,1
3.79,1520.00,1
3.60,1433.00,1
2.85,641.00,1
2.04,631.00,1
2.54,1188.00,0
3.08,1114.00,1
3.27,1158.00,1
2.52,1201.00,1
2.28,1175.00,1
3.67,1125.00,1
3.97,599.00,1
3.05,1344.00,1
2.34,478.00,1
2.54,1355.00,1
2.04,1255.00,0
3.83,1596.00,1
2.24,866.00,1
3.15,980.00,1
2.55,1339.00,1
3.11,848.00,1
3.30,486.00,1
3.66,500.00,1
2.41,1431.00,1
2.02,1244.00,1
2.27,486.00,0
3.80,442.00,0
3.75,807.00,1
3.19,1063.00,1
3.20,1440.00,1
3.33,547.00,0
2.35,676.00,0
3.83,631.00,1
2.84,765.00,1
2.77,835.00,1
3.04,798.00,1
2.09,898.00,1
2.33,939.00,1
3.48,962.00,1
2.17,841.00,0
3.21,1172.00,1
2.49,749.00,0
2.78,919.00,1
2.58,537.00,1
2.71,1391.00,1
3.44,767.00,1
2.59,759.00,1
3.13,1320.00,1
2.95,728.00,0
3.33,1361.00,1
3.87,862.00,1
3.47,1345.00,1
2.43,1362.00,1
2.06,1235.00,0
2.52,568.00,1
3.19,616.00,1
2.10,777.00,0
2.99,518.00,0
3.19,589.00,1
2.67,1166.00,1
3.54,769.00,1
2.21,548.00,0
2.15,1051.00,0
3.46,1169.00,1
2.99,773.00,1
3.38,1180.00,1
2.87,559.00,0
2.49,750.00,1
3.64,1291.00,1
3.60,922.00,1
3.39,921.00,1
2.54,1182.00,0
3.18,672.00,1
2.72,1335.00,1
2.18,582.00,0
3.83,887.00,1
2.27,1245.00,1
3.90,523.00,1
2.89,1384.00,1
